レコード番号,手配,納品先名,受注番号_行,商品コ－ド,才数,才数2,数量,才数計,計算,出荷日,納品日,出荷数計,運送便コード
77447,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V248801_2,XYB-BWSSS15MN1F,9.2,0,1,9.2,2026/1/15,2026/1/15,2026/1/16,,1S
77448,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V248781_2,CE-K15W29CLJ06N,13.2,0,1,13.2,2026/1/15,2026/1/15,2026/1/16,,1S
77449,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V247151_2,NTKPP-18120-MV52,4.4,0,1,4.4,2026/1/15,2026/1/15,2026/1/16,,1S
77450,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V247031_4,CE-K15W29CLJ06N,13.2,0,1,13.2,2026/1/15,2026/1/15,2026/1/16,,1S
77451,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V244092_3,XYB-BWSSSE221*,12.8,0,2,25.6,2026/1/15,2026/1/15,2026/1/16,,1S
77452,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V240851_3,CE-550W25CLJB6N,15.7,0,1,15.7,2026/1/15,2026/1/15,2026/1/16,,1S
77453,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V231771_7,GT-W200T37N*,3.7,0,1,3.7,2026/1/15,2026/1/15,2026/1/16,,1S
77454,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V231771_3,GTW-205LT37N,1,0,1,1,2026/1/15,2026/1/15,2026/1/16,,1S
77455,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230112_5,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/15,2026/1/15,2026/1/16,,1S
77456,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230101_4,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/15,2026/1/15,2026/1/16,,1S
77457,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230101_3,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/15,2026/1/15,2026/1/16,,1S
77458,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230081_7,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/15,2026/1/15,2026/1/16,,1S
77459,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230073_5,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/15,2026/1/15,2026/1/16,,1S
77460,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230073_3,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/15,2026/1/15,2026/1/16,,1S
77461,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230073_2,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/15,2026/1/15,2026/1/16,,1S
77462,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230073_1,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/15,2026/1/15,2026/1/16,,1S
77463,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230062_9,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/15,2026/1/15,2026/1/16,,1S
77464,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230062_8,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/15,2026/1/15,2026/1/16,,1S
77465,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V228711_6,NAN-S1C-G2M11,3.6,0,1,3.6,2026/1/15,2026/1/15,2026/1/16,,1S
77466,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V249031_7,MGE-220D3RW05NN,10.9,0,1,10.9,2026/1/19,2026/1/19,2026/1/20,,1S
77467,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V247562_5,NAN-S1C-G2M11,3.6,0,1,3.6,2026/1/19,2026/1/19,2026/1/20,,1S
77468,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V247562_2,NAN-S1C-G2391,3.6,0,1,3.6,2026/1/19,2026/1/19,2026/1/20,,1S
77469,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V244001_1,XYB-BWSSSE18*,11,0,2,22,2026/1/19,2026/1/19,2026/1/20,,1S
77470,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V243931_4,NTKPP-18120-MT12,4.4,0,1,4.4,2026/1/19,2026/1/19,2026/1/20,,1S
77471,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V243571_2,NAN-S1C-G2E61,3.6,0,1,3.6,2026/1/19,2026/1/19,2026/1/20,,1S
77472,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V242671_2,XY-BWSCIXXN1L6,42.1,0,1,42.1,2026/1/19,2026/1/19,2026/1/20,,1S
77473,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V242661_4,NANS-L1C-G29G1,7.4,0,1,7.4,2026/1/19,2026/1/19,2026/1/20,,1S
77474,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230171_1,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/19,2026/1/19,2026/1/20,,1S
77475,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230161_7,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/19,2026/1/19,2026/1/20,,1S
77476,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230161_6,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/19,2026/1/19,2026/1/20,,1S
77477,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230161_5,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/19,2026/1/19,2026/1/20,,1S
77478,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230151_3,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/19,2026/1/19,2026/1/20,,1S
77479,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V228711_8,NAN-S1C-G2M11,3.6,0,1,3.6,2026/1/19,2026/1/19,2026/1/20,,1S
77480,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V206862_4,MGE-N65DSW09N,7.3,0,1,7.3,2026/1/19,2026/1/19,2026/1/20,,1S
77481,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V254571_1,NANS-B1C-G21S1,5.6,0,1,5.6,2026/1/27,2026/1/27,2026/1/28,,1S
77482,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V253951_2,NTKG-SA0707-MV52,5.1,0,1,5.1,2026/1/27,2026/1/27,2026/1/28,,1S
77483,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V252101_2,XYS-BWSSS12K9L6F,5.6,0,1,5.6,2026/1/27,2026/1/27,2026/1/28,,1S
77484,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V250381_6,XYS-BWSSS12K9L6F,5.6,0,1,5.6,2026/1/27,2026/1/27,2026/1/28,,1S
77485,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V250112_2,XYR-BWSS15K912F,6.5,0,1,6.5,2026/1/27,2026/1/27,2026/1/28,,1S
77486,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V249251_5,XYB-BWSCS18MN1F,10.2,0,1,10.2,2026/1/27,2026/1/27,2026/1/28,,1S
77487,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V249241_7,XYB-BWSCS18MN1F,10.2,0,1,10.2,2026/1/27,2026/1/27,2026/1/28,,1S
77488,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V248961_6,XYS-BWSSS15K9C2F,7,0,1,7,2026/1/27,2026/1/27,2026/1/28,,1S
77489,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246651_3,XY-BWSCOXX*,7,0,2,14,2026/1/27,2026/1/27,2026/1/28,,1S
77490,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246161_5,XYS-BWSSS15K9L6F,7,0,1,7,2026/1/27,2026/1/27,2026/1/28,,1S
77491,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209791_2,NANS-B1C-G2E21,5.6,0,1,5.6,2026/1/27,2026/1/27,2026/1/28,,1S
77492,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209041_7,NANS-L1C-G2391,7.4,0,1,7.4,2026/1/27,2026/1/27,2026/1/28,,1S
77493,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V206891_7,MG-N65SBW09NN,23.7,0,1,23.7,2026/1/27,2026/1/27,2026/1/28,,1S
77494,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V206791_5,WBL-KW1809W-W091,11.1,0,1,11.1,2026/1/27,2026/1/27,2026/1/28,,1S
77495,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V206331_6,CE-550W25CLJB6N,15.7,0,1,15.7,2026/1/27,2026/1/27,2026/1/28,,1S
77496,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V206331_5,CE-550W25CLJB6N,15.7,0,1,15.7,2026/1/27,2026/1/27,2026/1/28,,1S
77497,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V258821_1,MG-55DF1685W39NN,11.5,0,1,11.5,2026/1/29,2026/1/29,2026/1/30,,1S
77498,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V256421_5,NANS-L1C-G2M11,7.4,0,1,7.4,2026/1/29,2026/1/29,2026/1/30,,1S
77499,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V256421_3,NANS-L1C-G2M11,7.4,0,1,7.4,2026/1/29,2026/1/29,2026/1/30,,1S
77500,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V256231_2,CE-K15W23GWE5,13.2,0,1,13.2,2026/1/29,2026/1/29,2026/1/30,,1S
77501,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V255822_5,XYB-BWSSS18MN1F,11,0,1,11,2026/1/29,2026/1/29,2026/1/30,,1S
77502,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V255681_2,XUMS-2H-JXYM1,9.3,0,2,18.6,2026/1/29,2026/1/29,2026/1/30,,1S
77503,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V252101_1,XYR-BWSS21K9L6F,9.1,0,1,9.1,2026/1/29,2026/1/29,2026/1/30,,1S
77504,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V251193_8,XYS-BWSSS15K9C2F,7,0,1,7,2026/1/29,2026/1/29,2026/1/30,,1S
77505,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V250121_8,XYB-BWSSS18MN1F,11,0,1,11,2026/1/29,2026/1/29,2026/1/30,,1S
77506,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V248841_5,XYS-BWSSS15K912F,7,0,1,7,2026/1/29,2026/1/29,2026/1/30,,1S
77507,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V247531_5,CNS-120WW21V0MM,7.9,0,1,7.9,2026/1/29,2026/1/29,2026/1/30,,1S
77508,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V247491_4,NTKGH-R1412-MT12,21.6,0,1,21.6,2026/1/29,2026/1/29,2026/1/30,,1S
77509,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V206231_7,CE-175W25CLJB6NN,15.7,0,1,15.7,2026/1/29,2026/1/29,2026/1/30,,1S
77510,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V206231_1,CE-175W25CLJB6NN,15.7,0,1,15.7,2026/1/29,2026/1/29,2026/1/30,,1S
77511,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V237661_2,NANS-L1C-G2M11,7.4,0,1,7.4,2026/1/7,2026/1/7,2026/1/8,,1S
77512,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209801_2,NANS-B1C-G2Q61,5.6,0,1,5.6,2026/1/7,2026/1/7,2026/1/8,,1S
77513,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209401_6,XYS-BWSSS15K9C2F,7,0,1,7,2026/1/7,2026/1/7,2026/1/8,,1S
77514,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209162_9,NANS-L1C-G2M11,7.4,0,1,7.4,2026/1/7,2026/1/7,2026/1/8,,1S
77515,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209142_3,NANS-L1C-G2Q61,7.4,0,1,7.4,2026/1/7,2026/1/7,2026/1/8,,1S
77516,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209111_1,NANS-L1C-G2E21,7.4,0,1,7.4,2026/1/7,2026/1/7,2026/1/8,,1S
77517,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V206901_6,MG-N65SGW09NN,28.9,0,1,28.9,2026/1/7,2026/1/7,2026/1/8,,1S
77518,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V206901_2,MG-N65SGW05NN,28.9,0,1,28.9,2026/1/7,2026/1/7,2026/1/8,,1S
77519,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V206891_1,MG-N65SBW05NN,23.7,0,1,23.7,2026/1/7,2026/1/7,2026/1/8,,1S
77520,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V206851_9,MGE-N65CE23W09N3,21.4,0,1,21.4,2026/1/7,2026/1/7,2026/1/8,,1S
77521,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V206821_9,MG-220TW09N,5.5,0,1,5.5,2026/1/7,2026/1/7,2026/1/8,,1S
77522,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V206541_6,NANS-L1C-G21S1,7.4,0,1,7.4,2026/1/7,2026/1/7,2026/1/8,,1S
77523,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V250371_2,XYB-BWSCS18MN1F,10.2,0,1,10.2,2026/1/19,2026/1/19,2026/1/20,,1S
77524,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V249231_3,XYB-BWSCS18MN1F,10.2,0,1,10.2,2026/1/19,2026/1/19,2026/1/20,,1S
77525,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246281_2,XYS-BWSSS21K9C2F,9.7,0,1,9.7,2026/1/9,2026/1/9,2026/1/13,,1S
77526,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246281_1,XYS-BWSSS21K9C2F,9.7,0,1,9.7,2026/1/9,2026/1/9,2026/1/13,,1S
77527,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246271_8,XYR-BWSS21K9C2F,9.1,0,1,9.1,2026/1/9,2026/1/9,2026/1/13,,1S
77528,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246271_4,XYR-BWSS21K9C2F,9.1,0,1,9.1,2026/1/9,2026/1/9,2026/1/13,,1S
77529,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246261_6,XYB-BWSSS21MN1F,12.8,0,1,12.8,2026/1/9,2026/1/9,2026/1/13,,1S
77530,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246261_4,XYB-BWSSS21MN1F,12.8,0,1,12.8,2026/1/9,2026/1/9,2026/1/13,,1S
77531,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246261_2,XYB-BWSSS21MN1F,12.8,0,1,12.8,2026/1/9,2026/1/9,2026/1/13,,1S
77532,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V245431_4,MGT-N65D1685W05NN,5.9,0,1,5.9,2026/1/9,2026/1/9,2026/1/13,,1S
77533,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V245431_1,MG-N65LKW05NN,19.6,0,1,19.6,2026/1/9,2026/1/9,2026/1/13,,1S
77534,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V243951_3,XYB-BWSCS15MN1F,8.6,0,1,8.6,2026/1/9,2026/1/9,2026/1/13,,1S
77535,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V241131_1,NND-N1NH-W711*,10.8,0,1,10.8,2026/1/9,2026/1/9,2026/1/10,,1S
77536,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V231731_7,W40T-KW4012G-WF51,9.2,0,1,9.2,2026/1/9,2026/1/9,2026/1/13,,1S
77537,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230062_3,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/9,2026/1/9,2026/1/13,,1S
77538,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V248831_3,XYB-BWSSS15MN1F,9.2,0,1,9.2,2026/1/23,2026/1/23,2026/1/26,,1S
77539,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V248821_5,XYB-BWSSS15MN1F,9.2,0,1,9.2,2026/1/23,2026/1/23,2026/1/26,,1S
77540,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V247181_3,XYR-BWSS18F*,7.8,0,2,15.6,2026/1/23,2026/1/23,2026/1/26,,1S
77541,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V244651_3,XYR-BWSS18K912F,7.8,0,1,7.8,2026/1/23,2026/1/23,2026/1/26,,1S
77542,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V244651_1,XYR-BWSS18K912F,7.8,0,1,7.8,2026/1/23,2026/1/23,2026/1/26,,1S
77543,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V242832_4,MVR-7M-W03LJB61,12.4,0,1,12.4,2026/1/23,2026/1/23,2026/1/26,,1S
77544,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V241511_4,XYR-BWSS18VYOUF,7.8,0,1,7.8,2026/1/23,2026/1/23,2026/1/26,,1S
77545,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230052_4,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/9,2026/1/9,2026/1/13,,1S
77546,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230031_5,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/9,2026/1/9,2026/1/13,,1S
77547,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V228711_2,NAN-S1C-G2M11,3.6,0,1,3.6,2026/1/9,2026/1/9,2026/1/13,,1S
77548,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209781_9,NANS-B1C-G2E21,5.6,0,1,5.6,2026/1/9,2026/1/9,2026/1/13,,1S
77549,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209471_4,XYS-BWSSS21K9C2F,9.7,0,1,9.7,2026/1/9,2026/1/9,2026/1/13,,1S
77550,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V259331_7,NANS-B1C-G2M11,5.6,0,1,5.6,2026/2/2,2026/2/2,2026/2/3,,1S
77551,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V258832_2,NAN-S1C-G21S1,3.6,0,1,3.6,2026/2/2,2026/2/2,2026/2/3,,1S
77552,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V256411_2,W40T-KW1809G-WF51,3.1,0,1,3.1,2026/2/2,2026/2/2,2026/2/3,,1S
77553,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V256411_1,W40T-BW5615G-WF51,16.3,0,1,16.3,2026/2/2,2026/2/2,2026/2/3,,1S
77554,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V231731_2,W40T-KW2412G-WF51,5.5,0,1,5.5,2026/1/23,2026/1/23,2026/1/26,,1S
77555,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V254881_1,NANS-B1C-G29G1,5.6,0,1,5.6,2026/1/28,2026/1/28,2026/1/29,,1S
77556,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V251961_5,NANS-L1C-G29G1,7.4,0,1,7.4,2026/1/28,2026/1/28,2026/1/29,,1S
77557,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V250341_6,XYB-BWSCS18MN1F,10.2,0,1,10.2,2026/1/28,2026/1/28,2026/1/29,,1S
77558,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V249621_5,XYB-BWSCS18MN1F,10.2,0,1,10.2,2026/1/28,2026/1/28,2026/1/29,,1S
77559,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V244111_1,XYS-BWSSS21F*,9.7,0,2,19.4,2026/1/28,2026/1/28,2026/1/29,,1S
77560,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V256401_1,MG-55SGW31N4,29.4,0,1,29.4,2026/2/2,2026/2/2,2026/2/3,,1S
77561,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V256241_4,CNS-120BRVZQ5,1.9,0,1,1.9,2026/2/2,2026/2/2,2026/2/3,,1S
77562,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V255661_6,NANS-L1C-G2M11,7.4,0,1,7.4,2026/2/2,2026/2/2,2026/2/3,,1S
77563,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V254621_1,XYB-BWSSS21*,12.8,0,2,25.6,2026/2/2,2026/2/2,2026/2/3,,1S
77564,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V252021_8,XYS-BWSSS21K9C2F,9.7,0,1,9.7,2026/2/2,2026/2/2,2026/2/3,,1S
